LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate,SequenceID,BlockId,HasBlockId,ContentLength,TokenCount,Label,HasGroundTruth,EventTemplateCode,TemplateFrequency,ComponentFrequency,LevelFrequency,BlockFrequency,IsRareTemplate,PrevSameTemplate,PrevSameComponent,WindowTemplateUniques,SequenceDelta,anomaly_score,anomaly_threshold,is_anomaly,rank,dbscan_is_anomaly,detector_agreement
1244,81111,32053,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand4/_temporary/_task_200811101024_0009_m_001611_0/part-01611. blk_285336326661214154,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,1243,blk_285336326661214154,1,130,4,Unknown,0,4,115,659,1920,1,1,0,1,5.0,1.0,0.36007326431089975,0.3595655632374373,1,95,1,1
1245,81111,32121,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.90.134:50010 is added to blk_5955377624764578810 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1244,blk_5955377624764578810,1,121,11,Unknown,0,3,314,659,1920,1,0,0,1,5.0,1.0,0.3418856090758866,0.3595655632374373,0,772,1,0
1246,81111,32357,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand4/_temporary/_task_200811101024_0009_m_001574_0/part-01574. blk_-7458279618877678162,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,1245,blk_-7458279618877678162,1,132,4,Unknown,0,4,115,659,1920,1,1,0,1,5.0,1.0,0.35657928374520653,0.3595655632374373,0,163,1,0
1247,81111,32416,18576,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_5018765878120211503 terminating,E10,PacketResponder <*> for block blk_<*> terminating,1246,blk_5018765878120211503,1,63,6,Unknown,0,9,311,603,1920,1,0,0,0,5.0,1.0,0.3256910178913011,0.3595655632374373,0,1943,1,0
1248,81111,32531,18607,INFO,dfs.DataNode$DataXceiver,Receiving block blk_313888672758374538 src: /10.251.39.179:40031 dest: /10.251.39.179:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,1247,blk_313888672758374538,1,91,7,Unknown,0,12,292,454,1920,1,0,0,0,5.0,1.0,0.3312316643973608,0.3595655632374373,0,1370,1,0
1249,81111,32544,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.109.209:50010 is added to blk_3764801892187716497 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1248,blk_3764801892187716497,1,122,11,Unknown,0,3,314,659,1920,1,0,0,0,5.0,1.0,0.3418565235625924,0.3595655632374373,0,773,1,0
1250,81111,32612,18586,INFO,dfs.DataNode$PacketResponder,Received block blk_-3491385689517593364 of size 67108864 from /10.251.193.224,E11,Received block blk_<*> of size <*> from /<*>,1249,blk_-3491385689517593364,1,77,8,Unknown,0,10,292,603,1920,1,0,0,0,5.0,1.0,0.32625013631561245,0.3595655632374373,0,1904,1,0
1251,81111,32655,18710,INFO,dfs.DataNode$PacketResponder,Received block blk_-2243784245784480521 of size 67108864 from /10.250.6.191,E11,Received block blk_<*> of size <*> from /<*>,1250,blk_-2243784245784480521,1,75,8,Unknown,0,10,292,603,1920,1,0,1,1,5.0,1.0,0.332871947445833,0.3595655632374373,0,1272,1,0
1252,81111,32813,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.223:50010 is added to blk_-4052810234606327693 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1251,blk_-4052810234606327693,1,121,11,Unknown,0,3,314,659,1920,1,0,0,0,5.0,1.0,0.3508573398173864,0.3595655632374373,0,269,1,0
1253,81111,32825,18758,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-6695620358347030339 terminating,E10,PacketResponder <*> for block blk_<*> terminating,1252,blk_-6695620358347030339,1,64,6,Unknown,0,9,311,603,1920,1,0,0,0,5.0,1.0,0.3294056079896176,0.3595655632374373,0,1577,1,0
1254,81111,32828,18581,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-5102453487463005287 terminating,E10,PacketResponder <*> for block blk_<*> terminating,1253,blk_-5102453487463005287,1,64,6,Unknown,0,9,311,603,1920,1,0,1,1,5.0,1.0,0.32978270633894163,0.3595655632374373,0,1530,1,0
1255,81111,32900,18814,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7924393760966842810 src: /10.251.202.209:59148 dest: /10.251.202.209:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,1254,blk_7924393760966842810,1,94,7,Unknown,0,12,292,454,1920,1,0,0,0,5.0,1.0,0.32979629763812623,0.3595655632374373,0,1527,1,0
1256,81111,32917,18710,INFO,dfs.DataNode$PacketResponder,Received block blk_5915244038969911075 of size 67108864 from /10.250.11.53,E11,Received block blk_<*> of size <*> from /<*>,1255,blk_5915244038969911075,1,74,8,Unknown,0,10,292,603,1920,1,0,0,0,5.0,1.0,0.3328911496237097,0.3595655632374373,0,1271,1,0
1257,81111,33110,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.10.144:50010 is added to blk_3243316191092266549 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1256,blk_3243316191092266549,1,121,11,Unknown,0,3,314,659,1920,1,0,0,0,5.0,1.0,0.34666292171442564,0.3595655632374373,0,451,1,0
1258,81111,33125,18859,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_8229768485681546149 terminating,E10,PacketResponder <*> for block blk_<*> terminating,1257,blk_8229768485681546149,1,63,6,Unknown,0,9,311,603,1920,1,0,0,0,5.0,1.0,0.3255761980834767,0.3595655632374373,0,1949,1,0
1259,81111,33211,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.21:50010 is added to blk_3206064173813164493 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1258,blk_3206064173813164493,1,120,11,Unknown,0,3,314,659,1920,1,0,0,0,5.0,1.0,0.34038685968793997,0.3595655632374373,0,878,1,0
1260,81111,33426,18894,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-1957299792594627113 terminating,E10,PacketResponder <*> for block blk_<*> terminating,1259,blk_-1957299792594627113,1,64,6,Unknown,0,9,311,603,1920,1,0,0,0,5.0,1.0,0.3284829174832795,0.3595655632374373,0,1676,1,0
1261,81111,33444,18940,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1690784932539647416 src: /10.251.31.180:50205 dest: /10.251.31.180:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,1260,blk_-1690784932539647416,1,93,7,Unknown,0,12,292,454,1920,1,0,0,0,5.0,1.0,0.32781837230604804,0.3595655632374373,0,1762,1,0
1262,81111,33505,18847,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_6745520736924802462 terminating,E10,PacketResponder <*> for block blk_<*> terminating,1261,blk_6745520736924802462,1,63,6,Unknown,0,9,311,603,1920,1,0,0,0,5.0,1.0,0.32605475062877876,0.3595655632374373,0,1924,1,0
1263,81111,33819,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-1525964299678787959 is added to invalidSet of 10.251.37.240:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,1262,blk_-1525964299678787959,1,96,9,Unknown,0,5,224,659,1920,1,0,0,0,6.0,1.0,0.33803727021157987,0.3595655632374373,0,969,1,0
1264,81111,33823,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_7045475543362904558 is added to invalidSet of 10.251.106.214:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,1263,blk_7045475543362904558,1,96,9,Unknown,0,5,224,659,1920,1,0,1,1,6.0,1.0,0.33665200451297017,0.3595655632374373,0,1036,1,0
1265,81111,33824,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-6802124772693111025 is added to invalidSet of 10.251.66.63:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,1264,blk_-6802124772693111025,1,95,9,Unknown,0,5,224,659,1920,1,0,1,1,6.0,1.0,0.3373409516553115,0.3595655632374373,0,1000,1,0
1266,81111,33829,18,INFO,dfs.FSDataset,Deleting block blk_-5205950257901523262 file /mnt/hadoop/dfs/data/current/subdir40/blk_-5205950257901523262,E9,Deleting block blk_<*> file /<*>/blk_<*>,1265,blk_-5205950257901523262,1,107,5,Unknown,0,8,263,263,1920,1,0,0,0,6.0,1.0,0.3539262164685124,0.3595655632374373,0,220,1,0
1267,81111,33925,18906,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-1649239999940418046 terminating,E10,PacketResponder <*> for block blk_<*> terminating,1266,blk_-1649239999940418046,1,64,6,Unknown,0,9,311,603,1920,1,0,0,0,6.0,1.0,0.3275134557801807,0.3595655632374373,0,1790,1,0
1268,81111,33927,19172,INFO,dfs.DataNode$PacketResponder,Received block blk_6880728743505526406 of size 67108864 from /10.251.197.226,E11,Received block blk_<*> of size <*> from /<*>,1267,blk_6880728743505526406,1,76,8,Unknown,0,10,292,603,1920,1,0,0,1,6.0,1.0,0.330704615205984,0.3595655632374373,0,1421,1,0
1269,81111,33935,18945,INFO,dfs.DataNode$DataXceiver,Receiving block blk_5256716488526744434 src: /10.251.73.220:42064 dest: /10.251.73.220:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,1268,blk_5256716488526744434,1,92,7,Unknown,0,12,292,454,1920,1,0,0,0,6.0,1.0,0.330387393638928,0.3595655632374373,0,1460,1,0
1270,81111,33953,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.26.177:50010 is added to blk_6928449948805597176 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1269,blk_6928449948805597176,1,121,11,Unknown,0,3,314,659,1920,1,0,0,0,6.0,1.0,0.34147384118500396,0.3595655632374373,0,797,1,0
1271,81111,34105,18847,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_2529569087635823495 terminating,E10,PacketResponder <*> for block blk_<*> terminating,1270,blk_2529569087635823495,1,63,6,Unknown,0,9,311,603,1920,1,0,0,0,6.0,1.0,0.32735345560248913,0.3595655632374373,0,1805,1,0
1272,81111,34252,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt4/_temporary/_task_200811101024_0010_m_000222_0/part-00222. blk_3764836840384130740,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,1271,blk_3764836840384130740,1,134,4,Unknown,0,4,115,659,1920,1,1,0,0,7.0,1.0,0.35788437151622987,0.3595655632374373,0,133,1,0
1273,81111,34323,19025,INFO,dfs.DataNode$DataXceiver,Receiving block blk_3020717811556957482 src: /10.251.90.81:48077 dest: /10.251.90.81:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,1272,blk_3020717811556957482,1,90,7,Unknown,0,12,292,454,1920,1,0,0,0,7.0,1.0,0.33223119708892773,0.3595655632374373,0,1305,1,0
1274,81111,34351,18690,INFO,dfs.DataNode$PacketResponder,Received block blk_-577659324269246113 of size 67108864 from /10.251.203.179,E11,Received block blk_<*> of size <*> from /<*>,1273,blk_-577659324269246113,1,76,8,Unknown,0,10,292,603,1920,1,0,0,0,7.0,1.0,0.3307912879752761,0.3595655632374373,0,1409,1,0
1275,81111,34456,18909,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_6137960563260046065 terminating,E10,PacketResponder <*> for block blk_<*> terminating,1274,blk_6137960563260046065,1,63,6,Unknown,0,9,311,603,1920,1,0,0,1,7.0,1.0,0.3283505519720024,0.3595655632374373,0,1696,1,0
1276,81111,34600,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.246:50010 is added to blk_-6909400912794057067 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1275,blk_-6909400912794057067,1,123,11,Unknown,0,3,314,659,1920,1,0,0,0,7.0,1.0,0.34861570879024734,0.3595655632374373,0,339,1,0
1277,81111,34712,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.192:50010 is added to blk_8249475180346179102 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1276,blk_8249475180346179102,1,121,11,Unknown,0,3,314,659,1920,1,0,1,1,7.0,1.0,0.34994088745000734,0.3595655632374373,0,297,1,0
1278,81111,34726,19054,INFO,dfs.DataNode$PacketResponder,Received block blk_-5045144756510626150 of size 67108864 from /10.251.39.160,E11,Received block blk_<*> of size <*> from /<*>,1277,blk_-5045144756510626150,1,76,8,Unknown,0,10,292,603,1920,1,0,0,0,7.0,1.0,0.33420285479588174,0.3595655632374373,0,1173,1,0
1279,81111,34742,19142,INFO,dfs.DataNode$PacketResponder,Received block blk_752365829198406123 of size 67108864 from /10.250.6.214,E11,Received block blk_<*> of size <*> from /<*>,1278,blk_752365829198406123,1,73,8,Unknown,0,10,292,603,1920,1,0,1,1,7.0,1.0,0.3409826766499116,0.3595655632374373,0,831,1,0
1280,81111,34937,19166,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_5663417083925711869 terminating,E10,PacketResponder <*> for block blk_<*> terminating,1279,blk_5663417083925711869,1,63,6,Unknown,0,9,311,603,1920,1,0,0,1,7.0,1.0,0.32951663002479814,0.3595655632374373,0,1563,1,0
1281,81111,34945,19257,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-2014243777892518956 terminating,E10,PacketResponder <*> for block blk_<*> terminating,1280,blk_-2014243777892518956,1,64,6,Unknown,0,9,311,603,1920,1,0,1,1,7.0,1.0,0.3332780843855621,0.3595655632374373,0,1244,1,0
1282,81111,35010,19149,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8123824094195108685 src: /10.251.194.213:54308 dest: /10.251.194.213:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,1281,blk_-8123824094195108685,1,95,7,Unknown,0,12,292,454,1920,1,0,0,0,7.0,1.0,0.32930901488154996,0.3595655632374373,0,1586,1,0
1283,81111,35113,19229,INFO,dfs.DataNode$DataXceiver,Receiving block blk_2080318574920472813 src: /10.251.39.64:40530 dest: /10.251.39.64:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,1282,blk_2080318574920472813,1,90,7,Unknown,0,12,292,454,1920,1,0,1,1,7.0,1.0,0.3342217404068676,0.3595655632374373,0,1171,1,0
1284,81111,35115,18830,INFO,dfs.DataNode$PacketResponder,Received block blk_-290874442865281380 of size 28497700 from /10.251.203.179,E11,Received block blk_<*> of size <*> from /<*>,1283,blk_-290874442865281380,1,76,8,Unknown,0,10,292,603,1920,1,0,0,0,7.0,1.0,0.33185837609010294,0.3595655632374373,0,1330,1,0
1285,81111,35152,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.220:50010 is added to blk_5953577136151423920 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1284,blk_5953577136151423920,1,121,11,Unknown,0,3,314,659,1920,1,0,0,0,6.0,1.0,0.3395682725009608,0.3595655632374373,0,908,1,0
1286,81111,35247,19144,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-2780312306380730204 terminating,E10,PacketResponder <*> for block blk_<*> terminating,1285,blk_-2780312306380730204,1,64,6,Unknown,0,9,311,603,1920,1,0,0,0,5.0,1.0,0.3263172307833119,0.3595655632374373,0,1897,1,0
1287,81111,35417,19387,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-633826175832239328 terminating,E10,PacketResponder <*> for block blk_<*> terminating,1286,blk_-633826175832239328,1,63,6,Unknown,0,9,311,603,1920,1,0,1,1,5.0,1.0,0.3287256743731771,0.3595655632374373,0,1650,1,0
1288,81111,35532,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.15.101:50010 is added to blk_-6540455811923725840 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1287,blk_-6540455811923725840,1,122,11,Unknown,0,3,314,659,1920,1,0,0,0,5.0,1.0,0.3485790546528123,0.3595655632374373,0,340,1,0
1289,81111,35620,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.1:50010 is added to blk_6308888821787547357 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1288,blk_6308888821787547357,1,120,11,Unknown,0,3,314,659,1920,1,0,1,1,5.0,1.0,0.34699220491415567,0.3595655632374373,0,430,1,0
1290,81111,35834,19205,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_4638603954320058978 terminating,E10,PacketResponder <*> for block blk_<*> terminating,1289,blk_4638603954320058978,1,63,6,Unknown,0,9,311,603,1920,1,0,0,0,5.0,1.0,0.32616506012423474,0.3595655632374373,0,1913,1,0
1291,81111,35913,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.91.229:50010 is added to blk_-4651707530079874243 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1290,blk_-4651707530079874243,1,122,11,Unknown,0,3,314,659,1920,1,0,0,0,5.0,1.0,0.333985200147888,0.3595655632374373,0,1191,1,0
1292,81111,35915,19117,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_5115892145206906855 terminating,E10,PacketResponder <*> for block blk_<*> terminating,1291,blk_5115892145206906855,1,63,6,Unknown,0,9,311,603,1920,1,0,0,0,4.0,1.0,0.326320013548048,0.3595655632374373,0,1896,1,0
1293,81111,35948,19511,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-2421414377433740760 terminating,E10,PacketResponder <*> for block blk_<*> terminating,1292,blk_-2421414377433740760,1,64,6,Unknown,0,9,311,603,1920,1,0,1,1,4.0,1.0,0.3312806860193263,0.3595655632374373,0,1367,1,0
1294,81111,35957,19217,INFO,dfs.DataNode$PacketResponder,Received block blk_-420564586555502239 of size 67108864 from /10.251.90.64,E11,Received block blk_<*> of size <*> from /<*>,1293,blk_-420564586555502239,1,74,8,Unknown,0,10,292,603,1920,1,0,0,1,4.0,1.0,0.3277548961235867,0.3595655632374373,0,1768,1,0
1295,81111,40107,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt4/_temporary/_task_200811101024_0010_m_000881_0/part-00881. blk_-3091906986951252347,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,1294,blk_-3091906986951252347,1,135,4,Unknown,0,4,115,659,1920,1,1,0,0,5.0,1.0,0.3542490231312616,0.3595655632374373,0,211,1,0
1296,81111,40246,19412,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-4068751061953213467 terminating,E10,PacketResponder <*> for block blk_<*> terminating,1295,blk_-4068751061953213467,1,64,6,Unknown,0,9,311,603,1920,1,0,0,0,5.0,1.0,0.3275929898674991,0.3595655632374373,0,1782,1,0
1297,81111,40251,19350,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-3025440686907267472 terminating,E10,PacketResponder <*> for block blk_<*> terminating,1296,blk_-3025440686907267472,1,64,6,Unknown,0,9,311,603,1920,1,0,1,1,5.0,1.0,0.33155063734951995,0.3595655632374373,0,1350,1,0
1298,81111,40402,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.215.70:50010 is added to blk_-420818767915591010 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1297,blk_-420818767915591010,1,121,11,Unknown,0,3,314,659,1920,1,0,0,0,5.0,1.0,0.3360705445941758,0.3595655632374373,0,1066,1,0
1299,81111,40405,19541,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_8422946850755720617 terminating,E10,PacketResponder <*> for block blk_<*> terminating,1298,blk_8422946850755720617,1,63,6,Unknown,0,9,311,603,1920,1,0,0,0,5.0,1.0,0.32520318196860715,0.3595655632374373,0,1964,1,0
1300,81111,40425,19408,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-5646228903161999640 src: /10.251.71.97:60870 dest: /10.251.71.97:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,1299,blk_-5646228903161999640,1,91,7,Unknown,0,12,292,454,1920,1,0,0,0,5.0,1.0,0.32847603505712,0.3595655632374373,0,1678,1,0
1301,81111,40521,19253,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-7024895786822269814 terminating,E10,PacketResponder <*> for block blk_<*> terminating,1300,blk_-7024895786822269814,1,64,6,Unknown,0,9,311,603,1920,1,0,0,0,5.0,1.0,0.3264092868032522,0.3595655632374373,0,1885,1,0
1302,81111,40537,19518,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-4430291708660291878 terminating,E10,PacketResponder <*> for block blk_<*> terminating,1301,blk_-4430291708660291878,1,64,6,Unknown,0,9,311,603,1920,1,0,1,1,5.0,1.0,0.3305814982674397,0.3595655632374373,0,1436,1,0
1303,81111,40543,19431,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6250368566161066085 src: /10.251.31.180:42992 dest: /10.251.31.180:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,1302,blk_-6250368566161066085,1,93,7,Unknown,0,12,292,454,1920,1,0,0,0,5.0,1.0,0.32789195943411165,0.3595655632374373,0,1748,1,0
1304,81111,40544,19362,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6213380972217661202 src: /10.251.203.149:40478 dest: /10.251.203.149:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,1303,blk_-6213380972217661202,1,95,7,Unknown,0,12,292,454,1920,1,0,1,1,5.0,1.0,0.33022763051129617,0.3595655632374373,0,1481,1,0
1305,81111,40604,19555,INFO,dfs.DataNode$PacketResponder,Received block blk_3813891701916249413 of size 67108864 from /10.251.121.224,E11,Received block blk_<*> of size <*> from /<*>,1304,blk_3813891701916249413,1,76,8,Unknown,0,10,292,603,1920,1,0,0,0,5.0,1.0,0.3254566248681076,0.3595655632374373,0,1957,1,0
1306,81111,40626,19526,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_903961454948542202 terminating,E10,PacketResponder <*> for block blk_<*> terminating,1305,blk_903961454948542202,1,62,6,Unknown,0,9,311,603,1920,1,0,0,1,5.0,1.0,0.32552137879018656,0.3595655632374373,0,1954,1,0
1307,81111,40653,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.42.16:50010 is added to blk_3954386352306480748 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1306,blk_3954386352306480748,1,120,11,Unknown,0,3,314,659,1920,1,0,0,0,5.0,1.0,0.35047515925220984,0.3595655632374373,0,280,1,0
1308,81111,40658,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.105.189:50010 is added to blk_4812792845864526586 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1307,blk_4812792845864526586,1,122,11,Unknown,0,3,314,659,1920,1,0,1,1,5.0,1.0,0.3464776787770027,0.3595655632374373,0,470,1,0
1309,81111,40728,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.70.211:50010 is added to blk_5570475465835003801 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1308,blk_5570475465835003801,1,121,11,Unknown,0,3,314,659,1920,1,0,1,1,5.0,1.0,0.3468241057936617,0.3595655632374373,0,443,1,0
1310,81111,40751,19585,INFO,dfs.DataNode$PacketResponder,Received block blk_-9190864897806028230 of size 67108864 from /10.251.214.130,E11,Received block blk_<*> of size <*> from /<*>,1309,blk_-9190864897806028230,1,77,8,Unknown,0,10,292,603,1920,1,0,0,0,5.0,1.0,0.33546624689407045,0.3595655632374373,0,1098,1,0
1311,81111,40754,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.242:50010 is added to blk_-4342304152206614489 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1310,blk_-4342304152206614489,1,122,11,Unknown,0,3,314,659,1920,1,0,0,0,5.0,1.0,0.33361113538526604,0.3595655632374373,0,1215,1,0
1312,81111,40857,19185,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-190773840747023361 terminating,E10,PacketResponder <*> for block blk_<*> terminating,1311,blk_-190773840747023361,1,63,6,Unknown,0,9,311,603,1920,1,0,0,0,5.0,1.0,0.32729107324207435,0.3595655632374373,0,1811,1,0
1313,81111,41004,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.240:50010 is added to blk_-5580048401594934039 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1312,blk_-5580048401594934039,1,122,11,Unknown,0,3,314,659,1920,1,0,0,0,5.0,1.0,0.3330397146283762,0.3595655632374373,0,1262,1,0
1314,81111,41039,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.242:50010 is added to blk_6640583412927022083 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1313,blk_6640583412927022083,1,121,11,Unknown,0,3,314,659,1920,1,0,1,1,5.0,1.0,0.34874964807232245,0.3595655632374373,0,329,1,0
1315,81111,41111,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.65.203:50010 is added to blk_-1332315107905285608 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1314,blk_-1332315107905285608,1,122,11,Unknown,0,3,314,659,1920,1,0,1,1,4.0,1.0,0.3480196577247926,0.3595655632374373,0,371,1,0
1316,81111,41218,19235,INFO,dfs.DataNode$PacketResponder,Received block blk_3550669278239526374 of size 67108864 from /10.251.123.1,E11,Received block blk_<*> of size <*> from /<*>,1315,blk_3550669278239526374,1,74,8,Unknown,0,10,292,603,1920,1,0,0,0,4.0,1.0,0.3281942974864353,0.3595655632374373,0,1712,1,0
1317,81111,41219,19820,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_4873550540813847659 terminating,E10,PacketResponder <*> for block blk_<*> terminating,1316,blk_4873550540813847659,1,63,6,Unknown,0,9,311,603,1920,1,0,0,1,4.0,1.0,0.32781319357397937,0.3595655632374373,0,1763,1,0
